0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,label
61.39938,117.43362,-132.4157,-45.943283,-22.83838,53.411797,193.98912,40.86874,72.04364,-12.37059,-60.660816,-26.935553,65.57862,-67.053215,30.958607,-41.19152,-26.692122,54.670746,-17.82136,34.589657,-31.43218,-49.729465,-29.795906,0.64291584,102.88717,-93.04808,4.4635043,18.348738,21.662046,-6.2412496,-14.175302,-3.980717,45.662144,-14.437653,41.706917,-12.114813,3.8717606,-37.726692,-38.000313,-5.064601,46.835693,12.401094,-25.551107,-18.400328,-18.770594,4.068857,-5.886436,19.925175,20.90591,-65.01379,-15.743202,12.596706,27.97369,-48.027893,16.849506,-59.31855,81.67264,-8.238128,-32.425846,-43.209145,14.8828535,-38.455685,-22.310404,10.403598,-4.4695582,-61.904587,21.538044,0.19297612,-7.735385,-58.46784,30.968943,42.349102,18.33604,-6.851639,54.2693,36.56785,-58.42512,-22.965336,7.178612,-13.682062,-45.110264,30.355566,-56.787434,-30.901255,-20.123484,5.028676,-56.313232,-53.4286,12.247936,5.1854687,-34.569153,35.28188,-27.350332,0.84963727,-26.59429,-4.997834,-29.493778,7.6807857,47.590027,-52.078022,14.209247,-20.288998,44.742813,11.006641,5.428655,-11.793816,20.754759,13.536915,13.892696,-5.337834,12.532042,28.295986,1.0187678,-3.7921925,18.7339,11.307762,-14.518219,-14.791519,0.933294,8.015243,0.9019948,-4.7717605,-7.990493,-5.490835,29.705597,7.095325,-4.206341,-11.650121,Abra
149.74161,-115.107735,-61.55488,84.069534,68.82289,-32.16695,-26.079508,15.934895,-107.58131,19.207256,42.135067,-55.599403,41.526714,12.570409,-72.02951,-2.3052244,22.07671,89.7056,9.63411,-5.2609396,0.5204455,31.282713,-1.9630082,11.170037,7.451269,-19.190369,-10.614476,27.697474,19.004728,17.340906,-36.85784,-24.637634,-53.030685,7.7847614,-38.87311,-38.60935,-23.493067,24.101213,25.208302,12.572067,-8.089054,-13.625386,-15.042478,18.371374,-13.921334,-8.394537,-3.4255166,13.019125,2.5037398,-8.166148,-30.007963,-33.820095,20.630966,20.818964,1.5718132,12.005866,3.1757555,-7.5851407,-51.295498,2.9563963,23.883633,-17.434134,-2.7334769,-21.005224,5.2163086,-6.7992573,4.4750047,2.7684371,17.893051,13.885957,-24.616013,6.3993964,-38.988262,-14.986483,0.566202,-10.021936,21.86116,-7.6069794,-1.4949952,2.1707356,3.473695,-20.12679,-15.853187,-10.789581,38.764107,6.916762,-33.834286,-33.79936,42.385567,-24.770296,-13.206966,-14.738772,-14.377118,26.597424,24.834164,9.72301,16.98885,22.754293,47.56045,-11.934426,3.118886,12.573872,-15.006372,-24.073956,-18.08988,21.184517,27.225586,40.648613,33.307335,17.795065,-2.1342127,-16.02753,15.789755,39.866096,-38.057083,-9.0527935,-10.304168,-42.619457,-7.141954,19.88782,3.8019762,19.348896,35.40607,73.07149,-33.315342,-48.969326,3.9919603,15.826243,Aerodactyl
287.40518,219.70581,-59.707684,-20.498394,91.7346,17.741089,170.0184,117.455284,108.71848,-32.03728,-54.97643,-20.935324,147.49518,-85.98474,55.083588,16.47377,-2.9539418,33.773155,-54.72224,-0.9154552,31.53715,-41.946224,29.005146,-36.032345,127.5809,45.734074,-17.992054,2.3189886,-40.598675,40.663517,-86.74492,2.5809698,-26.641981,18.326082,-11.962922,17.369001,-35.915478,34.082027,12.691913,20.68599,-23.350782,-16.40549,-39.12876,-30.692314,30.50377,-10.073111,-13.844933,57.055073,4.231086,55.314934,-15.487677,8.272077,-31.882334,14.911418,1.6209184,-45.597584,-24.74508,44.008316,8.371385,29.544748,-48.384235,43.022923,5.533624,-10.566488,5.0495186,28.456587,-22.150888,-33.019352,-29.058794,9.736684,3.7480617,-18.210598,7.1326447,7.6228175,26.866882,-9.654073,-18.503082,6.7149634,-27.83606,13.113759,-9.720311,4.06702,-15.092949,54.659985,-48.991196,22.877821,30.089104,-10.979623,-33.594643,8.835195,2.3326843,-0.3761157,34.858078,15.656218,-3.9516523,-2.3876371,11.405028,-1.0531405,-2.5831802,10.719113,19.224646,20.776278,3.4223058,-33.646072,-17.098146,14.566662,-3.2778234,0.71802413,-14.003461,51.857777,-10.001567,-17.125765,-9.145133,-4.5837092,-33.21343,4.532654,1.7528511,-5.2566404,8.669392,-20.977947,6.853846,6.3313665,-32.281,-13.178508,4.2839975,-1.6305794,-13.283936,-17.099577,Alakazam
-184.8399,33.764458,-51.462128,109.56942,17.849434,-86.85662,50.417156,-163.82208,20.947449,-6.908401,68.24723,1.5600094,-77.98726,-19.777174,83.91309,4.1057467,115.952415,-19.562206,33.27404,-87.90523,-46.948273,12.443909,-27.325281,3.242979,-64.75252,30.10056,-3.8044116,114.099045,-116.45871,-74.58813,-39.820343,45.467705,44.599445,11.554636,35.667793,-82.81555,-34.017895,-57.812687,-93.266235,-18.312311,52.830868,-54.350357,-53.890736,52.9049,77.72397,121.594795,38.883987,54.895546,58.43583,-10.115974,49.569424,21.703953,-15.584321,51.096138,20.091805,-7.1186643,24.52651,-4.8483553,-65.44363,41.82571,-0.2694044,47.72301,36.29623,33.59278,48.50002,-11.956026,-40.921383,45.95542,-7.2240453,-11.217042,-0.45690194,4.160604,-26.714256,16.743443,-1.4995801,23.527058,1.6551018,-23.896229,-58.939316,-12.306842,62.44446,0.27699196,-9.615375,26.839127,5.891867,-2.3674471,-19.095871,-29.050787,-19.541288,10.371383,-15.335132,-6.070691,-12.579551,-13.083242,17.522627,3.5013738,11.636231,16.996616,1.6121933,1.0350456,-4.348497,0.68878484,6.796105,7.0057044,-5.046839,13.084896,-31.2829,-11.686091,-4.117428,-2.0254297,19.294794,-2.2391877,9.768451,-18.343159,0.57364225,5.7353344,-7.307626,-11.00754,17.37176,-0.013569354,-7.4471307,4.8925014,-4.067266,3.3142703,-6.78398,0.45085892,-2.1348393,-1.58639,Arbok
213.97455,-40.29574,-120.57573,-94.194046,-57.582172,44.170883,-57.506126,-61.446644,-19.592413,-39.309723,61.84285,69.767395,-36.630295,-25.979435,50.138153,-61.817337,56.375187,-40.294094,5.7078276,73.74732,14.38304,-43.36486,66.0531,-25.389467,-24.2568,29.871647,41.805595,-27.204372,37.155415,-25.346426,64.18524,14.273051,-21.916685,-7.0435715,-63.580692,-32.783314,-6.353189,12.467793,-31.737991,-18.127516,-35.549397,9.221992,58.23037,10.566932,24.20722,3.9022417,-60.286354,42.21564,6.778484,-23.11881,-33.472202,-3.1958327,14.092951,-0.18689793,-40.825115,-15.178937,8.043996,33.57504,15.820167,12.716255,-26.53805,-9.53075,-45.654602,-10.568444,33.66283,10.878408,61.24362,38.563263,-42.94135,-23.550928,-1.6816221,-14.311195,-29.379126,-22.421663,-7.7006154,4.240673,-54.31172,3.4254217,-29.206161,-48.893333,-16.696201,48.189842,46.036045,-0.7418794,-29.256859,-23.470621,-19.45073,-3.5165803,-33.20977,-37.601864,-17.504635,-4.9981365,37.239864,6.786667,-1.3739426,13.573464,-6.569042,14.449661,-21.001358,4.669781,11.852471,-12.345858,-6.7452493,-1.1480901,-0.7393136,-15.520858,-33.793396,-32.934727,26.60614,5.6709647,-1.3527652,27.858603,-11.459872,-10.739207,-11.681496,17.7042,-17.894669,-5.7785254,-19.168787,5.5056734,-19.55636,2.4673412,23.582037,7.0422034,-6.2699594,-13.404881,-12.57426,47.08514,Arcanine
168.23253,-157.45532,7.1410937,150.49994,27.704462,-40.733315,-118.10173,-43.46927,27.934908,42.91469,42.079052,-23.007166,-23.230387,5.1801724,-7.953485,39.6808,22.603632,35.779205,-1.985115,-50.96694,31.82716,-84.80128,-6.307213,46.374252,-20.913492,-106.51555,-106.94261,88.992256,-17.191813,-37.680042,15.781255,-2.9127488,20.160498,-25.702036,-37.383583,32.10947,-1.8394573,5.53467,-46.223324,4.9722958,11.9832115,22.169207,-16.454388,-17.312567,-28.427088,-51.16727,73.26595,58.2707,8.84921,52.112503,26.953436,33.27836,62.21642,-9.517353,-12.214351,-5.929984,-7.886087,33.3874,50.462315,60.30444,-16.151428,-62.695423,25.067274,-29.811378,49.753643,-55.05478,50.151215,-36.95951,9.621964,-24.60228,-34.349953,50.558834,29.52471,-35.93843,-64.672165,-20.830124,12.459038,-10.088711,33.497635,-34.308693,29.09236,-17.854824,-30.146765,-3.9407105,-8.567404,59.86846,42.980534,15.363062,14.586219,2.0624032,-6.690597,28.877317,-6.368933,5.2609057,-40.620777,18.910313,12.161346,13.973393,13.883987,3.8479693,44.071136,-9.5265465,-8.279161,3.1091056,-0.9736451,-24.500721,-26.836985,-35.48406,26.509836,30.87718,-16.460817,-5.095731,-1.6171119,-16.207499,18.019741,-4.629003,15.226179,-6.6256313,7.897031,-11.657791,-21.887934,16.95371,11.177621,-17.356073,-17.301317,3.3092895,11.389089,12.751913,Articuno
84.83763,235.47627,192.14473,184.4595,-97.563286,54.904854,94.61944,-136.15677,-114.01852,-29.39519,1.4733844,-6.698394,-20.530506,-26.459688,7.7048573,9.245634,18.16258,149.03079,102.20187,119.72229,250.36955,-4.3389354,-18.287165,-104.40487,-133.92357,-0.31018266,19.152245,-99.11497,15.881541,-56.230076,43.97678,68.44669,-31.264643,114.469,48.236675,71.0208,66.72047,49.450794,-80.39864,73.62208,15.469936,58.650185,-10.885969,-45.778458,22.963654,-24.838478,12.312908,26.488913,-2.8793178,-29.673956,-22.384722,33.483273,26.132694,63.892094,6.176354,22.221956,-24.87817,29.239216,35.058685,-1.6261945,-5.0275655,20.80771,-33.835766,46.68231,-10.485213,9.508059,-65.615906,12.575074,-2.9589674,-1.6343974,22.688618,7.9439077,1.4696997,14.118685,33.25129,1.8070554,1.0482492,-40.86947,-5.342876,-17.084957,-1.4039792,-7.317456,-35.531414,2.94951,-1.7963557,5.0297837,-1.1117251,2.999081,9.829632,-7.6979847,-9.472162,9.072825,-20.559,-8.462799,-9.317911,2.685637,12.444019,-0.46212184,-16.10367,-1.8834721,10.308076,-14.013361,-1.9359831,16.35768,-6.66319,6.941173,9.604884,7.959286,8.148084,-2.7669907,-7.459007,-7.022761,-9.730789,9.090859,8.669878,-4.0009217,0.42777494,-9.139893,-1.484235,-11.677054,-1.7024732,11.306705,3.3373766,3.4458919,-9.57315,-9.019663,-3.7752392,-5.1379914,Beedrill
-108.764885,-37.715694,-86.42374,185.84726,-209.70422,63.732258,127.67545,-38.81947,66.44649,-12.082658,-57.66691,-60.550312,9.869658,42.53559,-47.865997,-65.604195,-135.81616,30.825153,44.042747,-36.323986,50.214817,88.89418,12.763958,56.107258,37.961605,-81.39399,12.058877,-35.297615,-82.04043,-61.344166,45.469627,-20.653933,-58.949818,24.2329,-19.547255,53.12701,-86.45429,-13.761895,50.208435,37.62503,14.978406,-36.225086,125.85777,-6.777372,-0.5301511,-26.973436,30.44979,9.151412,21.390957,-49.353657,34.360416,60.361797,-39.916885,12.200675,0.77004504,-82.210846,54.741634,-73.78559,3.0452976,12.123243,3.3467135,-19.80058,0.3555771,-51.15134,57.79553,31.846739,-35.771694,48.95979,-24.985544,-10.948566,-4.0730824,28.6515,-16.738333,12.225229,-45.614788,-19.19299,28.451662,22.894539,8.202109,-13.395364,-19.868269,-25.677387,14.763241,21.443064,13.702181,-3.4006422,4.483052,-37.352913,-33.39695,-4.044708,12.54642,-0.14991494,-23.70066,-0.9107099,-20.259142,-1.9728712,-28.698446,-67.725266,-26.895393,20.4446,4.5580845,15.239216,-5.9070077,-18.28104,34.7439,-15.864207,-1.9272956,7.5392327,-6.5383224,-5.432371,-8.250305,7.6367683,-3.6202044,9.887056,-17.327934,-8.817474,-12.621252,-7.907783,9.28788,4.574957,-5.173073,11.1159725,-2.905029,3.6542382,-4.966918,-3.08382,-2.8313022,1.6875566,Bellsprout
-114.63186,209.04623,-60.020348,-27.963844,96.23965,-65.70838,-108.11756,-77.37739,-104.07397,20.905302,-5.6012845,2.2178464,-47.545124,41.94725,-43.80514,93.847305,-60.689487,61.126186,-40.720184,7.631533,84.986275,-61.601288,148.08235,-1.7810283,52.53314,63.40494,-15.593767,20.145111,14.865323,-12.191128,51.64721,22.960382,-6.651599,-19.883022,-74.30171,-46.71667,-33.176105,-48.298798,7.4470067,-47.046318,-61.339146,-22.64003,-59.787064,-12.268146,-47.019302,-48.75034,3.719845,-37.255062,-47.184517,-8.995092,26.945484,17.19197,-63.713284,29.483791,61.457928,-75.30336,-13.23585,-31.757082,29.31301,59.93171,10.995717,46.013943,-38.500267,-43.487637,-31.135897,-38.436783,-51.7803,20.607437,19.16649,13.301763,35.41884,19.173601,-21.91611,-58.47967,-8.263007,52.84575,-31.46477,27.449667,16.465775,18.688938,-5.082604,22.302544,-9.4109125,10.223332,16.015575,-49.346916,1.9315743,8.557644,6.3981667,15.46287,-18.848465,47.876434,-3.2610934,-33.14132,25.087938,31.236126,46.31376,-23.24066,21.890482,12.361752,1.2192183,19.33709,46.671387,29.277725,13.134938,7.613355,5.5368943,-26.782349,5.1052427,3.1745381,14.586166,-7.9504213,14.4161825,-15.629927,4.6204042,-0.9696637,7.525005,-1.2603788,-7.891902,0.46974018,8.286175,11.709365,5.7821593,13.524795,-11.705324,11.516894,5.408879,9.307206,Blastoise
-116.43821,-65.587135,26.970272,-168.63115,29.327465,-58.179375,50.9139,-24.819418,-6.847122,44.945885,23.319342,-22.531109,33.892773,-58.215115,-54.928238,26.273405,-46.932297,21.010557,82.40018,-37.2302,-39.878345,-6.270653,-10.531362,-4.191886,-21.927654,63.880077,-60.931427,-54.41877,-27.848787,10.447526,4.299007,56.85245,-10.211962,-30.67433,25.516842,23.238194,-9.659788,-14.531512,-37.805096,-3.2598038,-5.836725,-38.93654,-8.370523,13.750522,-72.698395,46.244675,-2.0845604,18.060213,-1.1904685,-43.55801,-0.929313,45.202538,-4.0493207,-1.692925,16.683083,-23.55005,-71.50332,16.148428,8.158676,47.572197,-32.479576,-48.12903,-29.969757,12.937284,-45.067234,-31.054554,7.851186,-17.912172,-12.086028,-5.3718734,6.61333,-31.547712,18.904127,-23.442984,-13.176,-13.225585,7.4118977,32.891766,-34.35669,19.216206,-8.686525,-22.460424,-26.165354,-57.403202,23.416687,-25.579447,-23.67264,18.917137,-4.408337,1.3900577,21.650944,-26.981709,-2.4377766,-25.765753,-42.15537,15.6637125,3.1050274,6.126098,-32.738976,-15.488619,0.23463225,-35.927906,0.9742883,-47.23662,-12.411298,33.7566,-39.55669,35.930542,-12.840542,37.565628,-34.169243,17.776678,28.885698,20.329615,-8.09611,6.6637716,-5.479587,-2.206833,5.885233,7.138563,-26.927816,-17.663034,2.4577754,18.271757,-4.256728,20.485859,-26.50215,2.4168236,Bulbasaur
